FeatureID,Name,Formula,Annotation_level,use_Sirius_class,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications
FT_15.739_211.09401,no name,C9 H12 N3 O3,L3.3,yes,C9H12N3O3,[M + H]+,C9H12N3O3,Alkaloids,0.505158246,Peptide alkaloids,0.428112954,Pyridine alkaloids,0.40470615,Furazans,0.528328121,Furazans,0.528328121,Oxadiazoles,0.159122482,Azoles,0.624531031,Organoheterocyclic compounds,0.954439104,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Furazans; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_16.867_481.14965,no name,C26 H24 O9,L3.3,yes,C26H24O9,[M + H]+,C26H24O9,Shikimates and Phenylpropanoids,0.896121621,Coumarins,0.614082098,Simple coumarins,0.40324989,Pyranochromenes,0.568306625,Pyranochromenes,0.568306625,1-benzopyrans,0.953706861,Benzopyrans,0.970215797,Organoheterocyclic compounds,0.998978853,"Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans; Pyranochromenes; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"
FT_17.811_369.24240,no name,C24 H32 O3,L3.3,yes,C24H32O3,[M + H]+,C24H32O3,Terpenoids,0.929650664,Meroterpenoids,0.494711429,Polyprenylated cyclic polyketides (Hop meroterpenoids),0.241265565,Prenol lipids,0.657259405,NA,NA,NA,NA,Prenol lipids,0.657259405,Lipids and lipid-like molecules,0.718168497,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_17.838_514.31653,no name,C24 H43 N5 O7,L3.3,yes,C24H43N5O7,[M + H]+,C24H43N5O7,Amino acids and Peptides,0.649133503,Small peptides,0.436272621,Aminoglycosides,0.191662669,N-acyl-alpha amino acids and derivatives,0.913662612,Amino acids and derivatives,0.908332109,"Amino acids, peptides, and analogues",0.923819721,Carboxylic acids and derivatives,0.976233661,Organic acids and derivatives,0.969492555,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_18.011_481.15092,no name,C24 H32 O4 S3,L3.3,yes,C24H32O4S3,[M + H]+,C24H32O4S3,Terpenoids,0.956811965,Meroterpenoids,0.274199486,Labdane diterpenoids,0.122612678,Phenoxy compounds,0.645947337,NA,NA,Phenoxy compounds,0.645947337,Benzene and substituted derivatives,0.808748841,Benzenoids,0.915405333,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dithiolanes; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioacetals; Thioethers; Carboxylic acid esters; Carbonyl compounds; Dihydrofurans; Dithioacetals; Dithioketals; Butenolides; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"
FT_18.011_481.18575,no name,C27 H28 O8,L3.3,yes,C27H28O8,[M + H]+,C27H28O8,Polyketides,0.879998326,Phloroglucinols,0.303880543,Dimeric phloroglucinols,0.67557174,"2,2-dimethyl-1-benzopyrans",0.612376869,"2,2-dimethyl-1-benzopyrans",0.612376869,1-benzopyrans,0.94443512,Benzopyrans,0.971167266,Organoheterocyclic compounds,0.992217302,"Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Enols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"
FT_18.528_427.24591,no name,C24 H36 O5,L3.3,yes,C24H36O5,[M + Na]+,C24H36O5,Polyketides,0.95944941,Phloroglucinols,0.895659983,Tetraketide meroterpenoids,0.594863534,Xanthenes,0.949354768,Dibenzopyrans,0.917222619,1-benzopyrans,0.942377687,Benzopyrans,0.950827181,Organoheterocyclic compounds,0.841345906,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Xanthenes; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Dibenzopyrans; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_18.660_469.18587,no name,C26 H28 O8,L3.2,yes,C26H28O8,[M + H]+,C26H28O8,Polyketides,0.978650689,Phloroglucinols,0.568330824,Dimeric phloroglucinols,0.960603595,Xanthenes,0.69306922,Dibenzopyrans,0.691194832,1-benzopyrans,0.970502794,Benzopyrans,0.974270999,Organoheterocyclic compounds,0.999079704,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Enols; Phenols; Anisoles; Chromones; Xanthenes; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Dibenzopyrans; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_18.817_261.22130,no name,C18 H28 O,L3.2,yes,C18H28O,[M + H]+,C18H28O,Terpenoids,0.962575436,Diterpenoids,0.308699042,Cannabinoids,0.102637589,1-hydroxy-2-unsubstituted benzenoids,0.855638146,NA,NA,1-hydroxy-2-unsubstituted benzenoids,0.855638146,Phenols,0.877567053,Benzenoids,0.945901275,Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
FT_18.820_395.16211,no name,C27 H22 O3,L3.3,yes,C27H22O3,[M + H]+,C27H22O3,Shikimates and Phenylpropanoids,0.987597048,Flavonoids,0.158107236,Oligomeric stibenes,0.16004245,Flavonoids,0.525059879,NA,NA,NA,NA,Flavonoids,0.525059879,Phenylpropanoids and polyketides,0.787145257,Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Benzene and substituted derivatives; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
FT_18.848_369.24245,no name,C24 H32 O3,L3.2,yes,C24H32O3,[M + H]+,C24H32O3,Terpenoids,0.525634229,Meroterpenoids,0.592903018,Tetraketide meroterpenoids,0.474926502,Aromatic monoterpenoids,0.879426003,Aromatic monoterpenoids,0.879426003,Monoterpenoids,0.872495472,Prenol lipids,0.865665555,Lipids and lipid-like molecules,0.890531838,Organic compounds; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alkyl aryl ethers; Anisoles; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monoterpenoids; Monocyclic monoterpenoids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
FT_19.215_565.24340,no name,C32 H36 O9,L3.2,yes,C32H36O9,[M + H]+,C32H36O9,Terpenoids,0.893918276,Meroterpenoids,0.475620478,Neolignans,0.15534234,Anisoles,0.540812373,NA,NA,Anisoles,0.540812373,Phenol ethers,0.32943961,Benzenoids,0.936809778,Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_19.591_369.24246,no name,C24 H32 O3,L3.2,yes,C24H32O3,[M + H]+,C24H32O3,Terpenoids,0.961268008,Diterpenoids,0.549987316,Polyprenylated cyclic polyketides (Hop meroterpenoids),0.194549248,Alkyl aryl ethers,0.505344808,Alkyl aryl ethers,0.505344808,Ethers,0.560924411,Organooxygen compounds,0.999996185,Organic oxygen compounds,1,Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Ethers; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_2.305_673.21659,no name,C26H40O20,L3.3,yes,C34H32N4O11,[M + H]+,C34H32N4O11,Alkaloids,0.571014106,Tryptophan alkaloids,0.493703902,Phenazine alkaloids,0.624515355,Indolocarbazoles,0.74853915,Pyrrolocarbazoles,0.68436259,Carbazoles,0.120333247,Indoles and derivatives,0.5034495,Organoheterocyclic compounds,0.999999642,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Indoles and derivatives; Ethers; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Diazines; Monosaccharides; Acetals; Secondary alcohols; Pyrroloindoles; Isoindoles and derivatives; Isoindolones; Pyrrolocarbazoles; Indolocarbazoles; Oxanes; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Isoindolines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Pyrrolo[2,3-a]carbazoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_2.484_455.18861,no name,C22 H30 O10,L3.3,yes,C22H30O10,[M + H]+,C22H30O10,Terpenoids,0.980484784,Sesquiterpenoids,0.771870613,Elemane sesquiterpenoids,0.283615291,Terpene lactones,0.571906209,NA,NA,Terpene lactones,0.571906209,Prenol lipids,0.853790939,Lipids and lipid-like molecules,0.804478645,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_2.496_250.07980,no name,C6 H11 N5 O6,L3.3,yes,C6H11N5O6,[M + H]+,C6H11N5O6,Carbohydrates,0.99995172,Nucleosides,0.999353349,Pyrimidine nucleos(t)ides,0.985849261,Aminotriazines,0.929409862,NA,NA,Aminotriazines,0.929409862,Triazines,0.999999046,Organoheterocyclic compounds,0.999999523,"Organic compounds; Organoheterocyclic compounds; Triazines; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Aminotriazines; Triazinones; Amines; Primary amines; Tetrahydrofurans; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_20.190_381.26142,no name,C22 H36 O5,L3.2,yes,C22H36O5,[M + H]+,C22H36O5,Fatty acids,0.647448421,Eicosanoids,0.56994909,Prostaglandins,0.696893871,Hydroxy fatty acids,0.525535107,Hydroxy fatty acids,0.525535107,Fatty acids and conjugates,0.707658172,Fatty Acyls,0.771233499,Lipids and lipid-like molecules,0.863844097,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_20.194_371.22174,no name,C23 H30 O4,L3.2,yes,C23H30O4,[M + H]+,C23H30O4,Shikimates and Phenylpropanoids,0.871138096,Coumarins,0.274610579,Simple coumarins,0.225371346,1-benzopyrans,0.639552772,NA,NA,1-benzopyrans,0.639552772,Benzopyrans,0.738113463,Organoheterocyclic compounds,0.817384124,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_6.584_542.17214,no name,C21 H27 N5 O12,L3.2,yes,C21H27N5O12,[M + H]+,C21H27N5O12,Carbohydrates,0.904008508,Nucleosides,0.265669048,Purine nucleos(t)ides,0.245263726,Aminoglycosides,0.717997134,Aminosaccharides,0.906552553,Carbohydrates and carbohydrate conjugates,0.999267519,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid amides; Purine nucleosides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Secondary amines; Tetrahydrofurans; Aminosaccharides; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"
FT_7.647_155.03152,no name,C5 H4 N3 O3,L3.3,yes,C5H4N3O3,[M + H]+,C5H4N3O3,Alkaloids,0.871091068,Pseudoalkaloids,0.641637444,pteridine alkaloids,0.268112302,Pyrimidines and pyrimidine derivatives,0.889135718,NA,NA,Pyrimidines and pyrimidine derivatives,0.889135718,Diazines,0.928024352,Organoheterocyclic compounds,0.973935783,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Carbonyl compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_7.764_485.35870,no name,C26 H48 N2 O6,L3.2,yes,C26H48N2O6,[M + H]+,C26H48N2O6,Terpenoids,0.431189984,Linear polyketides,0.435170531,Open-chain polyketides,0.295270562,Amino acids and derivatives,0.572455525,Amino acids and derivatives,0.572455525,"Amino acids, peptides, and analogues",0.576232374,Carboxylic acids and derivatives,0.995351672,Organic acids and derivatives,0.998417139,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_7.884_171.06268,no name,C8 H10 O4,L3.3,yes,C8H10O4,[M + H]+,C8H10O4,Polyketides,0.928782344,Cyclic polyketides,0.697002053,2-pyrone derivatives,0.40937677,Alkyl aryl ethers,0.566980362,Alkyl aryl ethers,0.566980362,Ethers,0.468817681,Organooxygen compounds,0.999999881,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Pyrans; Alkyl aryl ethers; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_8.029_346.22250,no name,C17 H31 N O6,L3.3,yes,C17H31NO6,[M + H]+,C17H31NO6,Amino acids and Peptides,0.441797256,Small peptides,0.171823651,Dipeptides,0.11990539,Hydroxy acids and derivatives,0.69879353,NA,NA,NA,NA,Hydroxy acids and derivatives,0.69879353,Organic acids and derivatives,0.688726664,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.887_128.01924,no name,C H5 N O6,L3.3,yes,CH5NO6,[M + H]+,CH5NO6,Amino acids and Peptides,0.930349112,Small peptides,0.951198578,Aminoacids,0.923834324,Hydroxamic acids,0.523335755,Carboxylic acid amides,3.62E-04,Carboxylic acid derivatives,0.006494913,Carboxylic acids and derivatives,0.049055215,Organic acids and derivatives,0.693510115,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Hydroxamic acids; Monoalkylamines; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.890_148.97575,no name,C2 H N2 O4 P,L3.3,yes,C2HN2O4P,[M + H]+,C2HN2O4P,Alkaloids,0.953532398,Pseudoalkaloids,0.682612777,pteridine alkaloids,0.026927311,Diazines,0.636190951,NA,NA,NA,NA,Diazines,0.636190951,Organoheterocyclic compounds,0.987258613,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.893_200.97310,no name,C3 H6 O6 P2,L3.3,yes,C3H6O6P2,[M + H]+,C3H6O6P2,Fatty acids,0.39880082,Fatty Acids and Conjugates,0.097932883,Dicarboxylic acids,0.314510733,Organic phosphonic acids,0.51217705,NA,NA,Organic phosphonic acids,0.51217705,Organic phosphonic acids and derivatives,0.6533252,Organic acids and derivatives,0.953730047,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monocarboxylic acids and derivatives; Organic phosphonic acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.647_157.01077,no name,C4 H2 N3 O4,L3.3,yes,C4H2N3O4,[M + H]+,C4H2N3O4,Alkaloids,0.953993499,Pseudoalkaloids,0.734807849,Purine alkaloids,0.42059052,Pyrimidones,0.786857247,Pyrimidones,0.786857247,Pyrimidines and pyrimidine derivatives,0.936494768,Diazines,0.977931917,Organoheterocyclic compounds,0.997359216,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acids; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_2.079_174.03864,no name,C6 H7 N O5,L3.3,yes,C6H7NO5,[M + H]+,C6H7NO5,Amino acids and Peptides,0.985267639,Small peptides,0.949959278,Aminoacids,0.898849487,Alpha amino acids and derivatives,0.928878427,Amino acids and derivatives,0.898115098,"Amino acids, peptides, and analogues",0.902649403,Carboxylic acids and derivatives,0.994298697,Organic acids and derivatives,0.998732746,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Sugar acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.262_380.20290,no name,C15 H29 N3 O8,L3.2,"yes, gui",C15 H29 N3 O8,[M + H]+,C15 H29 N3 O8,,NA,NA,NA,NA,NA,NA,NA,Aminosaccharides,90.949,Carbohydrates and carbohydrate conjugates,99.627,Organooxygen compounds,100,Organic oxygen compounds,100,NA
FT_1.264_374.12946,no name,C12 H23 N O12,L3.3,"yes, gui",C12 H23 N O12,[M + H]+,C12 H23 N O12,,NA,NA,NA,NA,NA,NA,NA,Amino acids and derivatives,99.125,"Amino acids, peptides, and analogues",99.214,Carboxylic acids and derivatives,99.971,Organic acids and derivatives,99.995,NA
FT_1.360_350.19235,no name,C14 H27 N3 O7,L3.2,"yes, gui",C14 H27 N3 O7,[M + H]+,C14 H27 N3 O7,,NA,NA,NA,NA,NA,NA,NA,Glycosyl compounds,87.42,Carbohydrates and carbohydrate conjugates,90.643,Organooxygen compounds,100,Organic oxygen compounds,100,NA
FT_1.416_275.12378,no name,C7H14N8O4,L3.3,"yes, gui",C7H14N8O4,[M + H]+,C7H14N8O4,,NA,NA,NA,NA,NA,NA,NA,Amino acids and derivatives,90.135,"Amino acids, peptides, and analogues",83.465,Carboxylic acids and derivatives,42.393,Organic acids and derivatives,66.818,NA
FT_1.428_448.16617,no name,C15 H29 N O14,L3.2,"yes, gui",C15 H29 N O14,[M + H]+,C15 H29 N O14,,NA,NA,NA,NA,NA,NA,NA,na,na,Fatty acyl glycosides,57.175,Fatty Acyls,46.756,Lipids and lipid-like molecules,61,NA
FT_11.232_326.12348,no name,C15 H19 N O7,L3.2,"yes, gui",C15 H19 N O7,[M + H]+,C15 H19 N O7,,NA,NA,NA,NA,NA,NA,NA,Amino acids and derivatives,99.822,"Amino acids, peptides, and analogues",99.747,Carboxylic acids and derivatives,99.976,Organic acids and derivatives,99.998,NA
FT_8.272_360.20173,no name,C17 H29 N O7,L3.3,"yes,gui",C17 H29 N O7,[M + H]+,C17 H29 N O7,,NA,NA,NA,NA,NA,NA,NA,na,na,Fatty acid esters,74.179,Fatty Acyls,90.128,Lipids and lipid-like molecules,87.078,NA
FT_9.687_356.09768,no name,C15 H17 N O9,L3.2,"yes, gui",C15 H17 N O9,[M + H]+,C15 H17 N O9,,NA,NA,NA,NA,NA,NA,NA,Amino acids and derivatives,99.949,"Amino acids, peptides, and analogues",99.945,Carboxylic acids and derivatives,97.043,Organic acids and derivatives,100,NA
FT_1.155_335.07393,no name,C9 H19 O11 P,L3.3,yes,C9H19O11P,[M + H]+,C9H19O11P,Carbohydrates,0.992299736,Saccharides,0.987692654,Monosaccharides,0.46375078,Glycosyl compounds,0.675609589,Glycosyl compounds,0.675609589,Carbohydrates and carbohydrate conjugates,0.93386662,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hemiacetals; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
