FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,CanonicalSMILES
FT_16.723_281.10198,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",C14 H16 O6,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,"	131751501",Gravolenic acid,NA,C14H16O6,"InChI=1S/C14H16O6/c1-14(2,19)10-6-8-12(18)9(15)5-7(13(8)20-10)3-4-11(16)17/h3-5,10,15,18-19H,6H2,1-2H3,(H,16,17)/b4-3-",DABSIZUNYJTFDJ-ARJAWSKDSA-N,CC(C)(C1CC2=C(O1)C(=CC(=C2O)O)/C=C\C(=O)O)O
FT_7.182_185.07835,5-amino-1-phenyl-1H-pyrazole-4-carbonitrile,C10 H8 N4,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,79256,5-Amino-1-phenyl-1H-pyrazole-4-carbonitrile,184.0748963,C10H8N4,"InChI=1S/C10H8N4/c11-6-8-7-13-14(10(8)12)9-4-2-1-3-5-9/h1-5,7H,12H2",MAKQREKUUHPPIS-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=C(C=N2)C#N)N
FT_16.726_319.22682,NP-014287,C18 H32 O3,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,"	45359531","(9E,11Z)-8-hydroxyoctadeca-9,11-dienoic acid",NA,"	
C18H32O3","InChI=1S/C18H32O3/c1-2-3-4-5-6-7-8-11-14-17(19)15-12-9-10-13-16-18(20)21/h7-8,11,14,17,19H,2-6,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-7-,14-11+",NTYHQKJCCYNCMG-LMEHAKNHSA-N,CCCCCC/C=C\C=C\C(CCCCCCC(=O)O)O
FT_7.326_171.06273,Penicillic acid,C8 H10 O4,L2.1,NA,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,1268111,Penicillic acid,170.0579088,C8H10O4,"InChI=1S/C8H10O4/c1-5(2)8(11)6(12-3)4-7(9)10/h4H,1H2,2-3H3,(H,9,10)/b6-4-",VOUGEZYPVGAPBB-XQRVVYSFSA-N,CC(=C)C(=O)C(=CC(=O)O)OC
FT_7.344_127.05016,Thymine,C5 H6 N2 O2,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Hydroxypyrimidines,1135,Thymine,126.0429274,C5H6N2O2,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)",RWQNBRDOKXIBIV-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O
FT_7.344_265.07950,alpha-Lapachone,C15 H14 O3,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones,NA,72732,alpha-Lapachone,242.0942943,C15H14O3,"InChI=1S/C15H14O3/c1-15(2)8-7-11-12(16)9-5-3-4-6-10(9)13(17)14(11)18-15/h3-6H,7-8H2,1-2H3",PJWHOPKRRBUSDH-UHFFFAOYSA-N,CC1(CCC2=C(O1)C(=O)C3=CC=CC=C3C2=O)C
FT_7.567_223.09407,3-[(2-amino-9H-purin-6-yl)amino]propanoic acid,C8H10N6O2,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,71825998,3-[(2-amino-9H-purin-6-yl)amino]propanoic acid,222.0865236,C8H10N6O2,"InChI=1S/C8H10N6O2/c9-8-13-6(10-2-1-4(15)16)5-7(14-8)12-3-11-5/h3H,1-2H2,(H,15,16)(H4,9,10,11,12,13,14)",SMNUIRULLQNCJA-UHFFFAOYSA-N,C1=NC2=C(N1)C(=NC(=N2)N)NCCC(=O)O
FT_16.740_339.12045,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L2.2,na,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,2'-Hydroxychalcones,56935752,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",NA,"	
C20H18O5","InChI=1S/C20H18O5/c1-20(2)10-9-14-17(25-20)11-16(23)18(19(14)24)15(22)8-5-12-3-6-13(21)7-4-12/h3-11,21,23-24H,1-2H3/b8-5+",WJBIFNAIUAAYGJ-VMPITWQZSA-N,CC1(C=CC2=C(O1)C=C(C(=C2O)C(=O)/C=C/C3=CC=C(C=C3)O)O)C
FT_7.703_266.12479,N6-Me-dA,C11 H15 N5 O3,L2.1,NA,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,NA,248869,N-6-methyl-2-deoxyadenosine,265.1174894,C11H15N5O3,"InChI=1S/C11H15N5O3/c1-12-10-9-11(14-4-13-10)16(5-15-9)8-2-6(18)7(3-17)19-8/h4-8,17-18H,2-3H2,1H3,(H,12,13,14)",DYSDOYRQWBDGQQ-UHFFFAOYSA-N,CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O
FT_7.836_223.09406,N-(2-amino-9H-purin-6-yl)alanine,C8H10N6O2,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,73254404,N-(2-amino-9H-purin-6-yl)alanine,222.0865236,C8H10N6O2,"InChI=1S/C8H10N6O2/c1-3(7(15)16)12-6-4-5(11-2-10-4)13-8(9)14-6/h2-3H,1H3,(H,15,16)(H4,9,10,11,12,13,14)",CVSYCAUTVOPVEA-UHFFFAOYSA-N,CC(C(=O)O)NC1=NC(=NC2=C1NC=N2)N
FT_16.781_259.09647,"N1,N1-dimethyl-4-[3-(methylthio)-4,5-dihydro-1H-1,2,4-triazol-5-yl]aniline",C11 H16 N4 S,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_8.244_181.04702,4-(Methoxycarbonyl)benzoic acid,C9H8O4,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives,15513,4-(Methoxycarbonyl)benzoic acid,180.0422587,C9H8O4,"InChI=1S/C9H8O4/c1-13-9(12)7-4-2-6(3-5-7)8(10)11/h2-5H,1H3,(H,10,11)",REIDAMBAPLIATC-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)C(=O)O
FT_8.308_223.05768,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,L2.3,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,25774975,Lignicol,240.0633881,C11H12O6,"InChI=1S/C11H12O6/c1-4-8(13)5-3-6(12)10(16-2)9(14)7(5)11(15)17-4/h3-4,8,12-14H,1-2H3/t4-,8-/m1/s1",ZLLQQKITWRWKTD-SPGJFGJESA-N,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)OC)O)O
FT_8.313_238.14375,Viloxazine,C13 H19 N O3,L2.1,NA,Organic compounds,Benzenoids,Phenol ethers,NA,NA,5666,Viloxazine,237.1364935,C13H19NO3,"InChI=1S/C13H19NO3/c1-2-15-12-5-3-4-6-13(12)17-10-11-9-14-7-8-16-11/h3-6,11,14H,2,7-10H2,1H3",YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CCOC1=CC=CC=C1OCC2CNCCO2
FT_8.445_223.05767,Lignicol,C11H12O6,L2.3,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,25774975,Lignicol,240.0633881,C11H12O6,"InChI=1S/C11H12O6/c1-4-8(13)5-3-6(12)10(16-2)9(14)7(5)11(15)17-4/h3-4,8,12-14H,1-2H3/t4-,8-/m1/s1",ZLLQQKITWRWKTD-SPGJFGJESA-N,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)OC)O)O
FT_16.925_467.20647,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,8-prenylated flavans,"	44179865","(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",NA,C27H30O7,"InChI=1S/C27H30O7/c1-14(2)7-9-17-25-16(11-12-27(3,4)34-25)21(28)20-22(29)23(30)24(33-26(17)20)15-8-10-18(31-5)19(13-15)32-6/h7-8,10-13,23-24,28,30H,9H2,1-6H3/t23-,24+/m0/s1",WCTRYHAQIBWVEQ-BJKOFHAPSA-N,CC(=CCC1=C2C(=C(C3=C1O[C@@H]([C@H](C3=O)O)C4=CC(=C(C=C4)OC)OC)O)C=CC(O2)(C)C)C
FT_8.485_279.08397,"1,2-Diglycidyl phthalate",C14H14O6,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,62629,"1,2-Diglycidyl phthalate",278.0790382,C14H14O6,"InChI=1S/C14H14O6/c15-13(19-7-9-5-17-9)11-3-1-2-4-12(11)14(16)20-8-10-6-18-10/h1-4,9-10H,5-8H2",JRPRCOLKIYRSNH-UHFFFAOYSA-N,C1C(O1)COC(=O)C2=CC=CC=C2C(=O)OCC3CO3
FT_8.550_224.16450,Toliprolol,C13 H21 N O2,L2.1,NA,Organic compounds,Benzenoids,Phenol ethers,NA,NA,18047,Toliprolol,223.1572289,C13H21NO2,"InChI=1S/C13H21NO2/c1-10(2)14-8-12(15)9-16-13-6-4-5-11(3)7-13/h4-7,10,12,14-15H,8-9H2,1-3H3",NXQMNKUGGYNLBY-UHFFFAOYSA-N,CC1=CC(=CC=C1)OCC(CNC(C)C)O
FT_8.743_316.17555,(5-methyl-3-isoxazolyl)[4-(5-propyl-2-pyrimidinyl)piperazino]methanone,C16 H21 N5 O2,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,N-arylpiperazines,2812702,"(5-Methyl-1,2-oxazol-3-yl)-[4-(5-propylpyrimidin-2-yl)piperazin-1-yl]methanone",315.1695249,C16H21N5O2,"InChI=1S/C16H21N5O2/c1-3-4-13-10-17-16(18-11-13)21-7-5-20(6-8-21)15(22)14-9-12(2)23-19-14/h9-11H,3-8H2,1-2H3",NSZVFAGWJYIOAD-UHFFFAOYSA-N,CCCC1=CN=C(N=C1)N2CCN(CC2)C(=O)C3=NOC(=C3)C
FT_8.923_220.13320,Ritalinic acid,C13 H17 N O2,L2.1,NA,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,86863,Ritalinic acid,219.1259288,C13H17NO2,"InChI=1S/C13H17NO2/c15-13(16)12(10-6-2-1-3-7-10)11-8-4-5-9-14-11/h1-3,6-7,11-12,14H,4-5,8-9H2,(H,15,16)",INGSNVSERUZOAK-UHFFFAOYSA-N,C1CCNC(C1)C(C2=CC=CC=C2)C(=O)O
FT_9.043_195.06277,"(4R,5R)-4,5-dihydroxy-3-methoxy-5-methyl-cyclohex-2-en-1-one",C8H12O4,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,5275344,"(4R,5R)-4,5-dihydroxy-3-methoxy-5-methylcyclohex-2-en-1-one",172.0735589,C8H12O4,"InChI=1S/C8H12O4/c1-8(11)4-5(9)3-6(12-2)7(8)10/h3,7,10-11H,4H2,1-2H3/t7-,8+/m0/s1",WJKXLOGUCSSDAB-JGVFFNPUSA-N,CC1(CC(=O)C=C(C1O)OC)O
FT_17.037_261.11213,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione",C15 H16 O4,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,"	23928034","(9aR,9bS)-9a-hydroxy-6,9-dimethyl-3-methylidene-3a,4,5,9b-tetrahydroazuleno[4,5-b]furan-2,7-dione",NA,"	
C15H16O4","InChI=1S/C15H16O4/c1-7-4-5-10-9(3)14(17)19-13(10)15(18)8(2)6-11(16)12(7)15/h6,10,13,18H,3-5H2,1-2H3/t10?,13-,15+/m0/s1",YHDASZCBNPALIL-HQPFYNDMSA-N,CC1=C2C(=O)C=C([C@@]2([C@@H]3C(CC1)C(=C)C(=O)O3)O)C
FT_9.676_167.10667,6-Pentyl-2H-pyran-2-one,C10 H14 O2,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,NA,33960,6-Pentyl-2H-pyran-2-one,166.0993797,C10H14O2,"InChI=1S/C10H14O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h5,7-8H,2-4,6H2,1H3",MAUFTTLGOUBZNA-UHFFFAOYSA-N,CCCCCC1=CC=CC(=O)O1
FT_9.727_295.12883,Aspartame,C14 H18 N2 O5,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,134601,Aspartame,294.1215717,C14H18N2O5,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N
FT_9.785_279.08392,"3-(5,7-Dimethoxy-4-oxochromen-2-yl)propanoic acid",C14H14O6,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,38361962,"3-(5,7-Dimethoxy-4-oxochromen-2-yl)propanoic acid",278.0790382,C14H14O6,"InChI=1S/C14H14O6/c1-18-9-6-11(19-2)14-10(15)5-8(3-4-13(16)17)20-12(14)7-9/h5-7H,3-4H2,1-2H3,(H,16,17)",AKJIPZYHXYQVJT-UHFFFAOYSA-N,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)CCC(=O)O
FT_9.983_340.13913,5-Hydroxytryptophol glucuronide,C16H21NO7,L2.2,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,53481648,5-Hydroxytryptophol glucuronide,339.131802,C16H21NO7,"InChI=1S/C16H21NO7/c18-4-3-8-6-17-11-2-1-9(5-10(8)11)23-16-15(22)14(21)13(20)12(7-19)24-16/h1-2,5-6,12-22H,3-4,7H2/t12-,13-,14+,15-,16+/m1/s1",MYNVMBICAGQOMG-LJIZCISZSA-N,C1=CC2=C(C=C1OC3C(C(C(C(O3)CO)O)O)O)C(=CN2)CCO
FT_1.303_145.04952,Dimethyl maleate,C6H8O4,L2.3,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,5271565,Dimethyl maleate,144.0422587,C6H8O4,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3-",LDCRTTXIJACKKU-ARJAWSKDSA-N,COC(=O)C=CC(=O)OC
FT_1.349_505.14323,alpha-D-ManAc-(1-P-6)-alpha-D-ManAc,C16H29N2O14P,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides,52921661,alpha-D-ManAc-(1-P-6)-alpha-D-ManAc,504.1356406,C16H29N2O14P,"InChI=1S/C16H29N2O14P/c1-5(20)17-9-13(24)12(23)8(30-15(9)26)4-29-33(27,28)32-16-10(18-6(2)21)14(25)11(22)7(3-19)31-16/h7-16,19,22-26H,3-4H2,1-2H3,(H,17,20)(H,18,21)(H,27,28)/t7-,8-,9+,10+,11-,12-,13-,14-,15+,16-/m1/s1",BNAATENPQZWFRM-NLQGBTQESA-N,CC(=O)NC1C(C(C(OC1O)COP(=O)(O)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O)O
FT_10.754_121.10111,Cumene,C9H12,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,NA,7406,Cumene,120.0939004,C9H12,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1
FT_10.898_121.10112,Cumene,C9H12,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,NA,7406,Cumene,120.0939004,C9H12,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1
FT_10.900_107.08547,Ethylbenzene,C8H10,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,NA,7500,Ethylbenzene,106.0782503,C8H10,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCC1=CC=CC=C1
FT_11.593_121.10112,Cumene,C9H12,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,NA,7406,Cumene,120.0939004,C9H12,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1
FT_12.554_121.10112,Cumene,C9H12,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,NA,7406,Cumene,120.0939004,C9H12,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1
FT_12.555_107.08547,o-Xylene,C8H10,L2.2,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,o-Xylenes,7237,O-Xylene,106.0782503,C8H10,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,CC1=CC=CC=C1C
FT_18.932_201.09101,1-Acetoxy-2-methylnaphthalene,C13H12O2,L2.2,NA,Organic compounds,Benzenoids,Naphthalenes,NA,NA,11805727,1-Acetoxy-2-methylnaphthalene,200.0837296,C13H12O2,"InChI=1S/C13H12O2/c1-9-7-8-11-5-3-4-6-12(11)13(9)15-10(2)14/h3-8H,1-2H3",WVOAPRDRMLHUMI-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2C=C1)OC(=O)C
FT_9.676_107.08547,2-xylene,C8H10,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,o-Xylenes,7237,O-Xylene,106.0782503,C8H10,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,CC1=CC=CC=C1C
FT_1.022_122.08113,Tromethamine,C4 H11 N O3,L2.2,na,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,6503,Tromethamine,121.0738932,C4H11NO3,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2",LENZDBCJOHFCAS-UHFFFAOYSA-N,C(C(CO)(CO)N)O
FT_1.037_198.12377,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,C9 H15 N3 O2,L2.3,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,3083620,3-(1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,197.1164267,C9H15N3O2,"InChI=1S/C9H15N3O2/c1-12(2,3)8(9(13)14)4-7-5-10-6-11-7/h5-6,8H,4H2,1-3H3,(H-,10,11,13,14)",GPPYTCRVKHULJH-UHFFFAOYSA-N,C[N+](C)(C)C(CC1=CN=CN1)C(=O)[O-]
FT_1.058_304.15048,Nicotianamine,C12 H21 N3 O6,L2.3,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,9882882,Nicotianamine,303.1430354,C12H21N3O6,"InChI=1S/C12H21N3O6/c13-7(10(16)17)1-4-14-8(11(18)19)2-5-15-6-3-9(15)12(20)21/h7-9,14H,1-6,13H2,(H,16,17)(H,18,19)(H,20,21)/t7-,8-,9-/m0/s1",KRGPXXHMOXVMMM-CIUDSAMLSA-N,C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N
FT_1.100_198.09738,1-Guanidino-2-(4-imidazole)propionic acid,C7 H11 N5 O2,L2.3,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,195081,1-Guanidino-2-(4-imidazole)propionic acid,197.0912746,C7H11N5O2,"InChI=1S/C7H11N5O2/c8-7(9)12-5(6(13)14)1-4-2-10-3-11-4/h2-3,5H,1H2,(H,10,11)(H,13,14)(H4,8,9,12)/t5-/m0/s1",HZLZMXYBDRVYRP-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N=C(N)N
FT_1.135_159.07646,4-Methylene-L-glutamine,C6 H10 N2 O3,L2.3,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,439401,4-Methylene-L-glutamine,158.0691422,C6H10N2O3,"InChI=1S/C6H10N2O3/c1-3(5(8)9)2-4(7)6(10)11/h4H,1-2,7H2,(H2,8,9)(H,10,11)/t4-/m0/s1",CEVQXWMPODOBRM-BYPYZUCNSA-N,C=C(CC(C(=O)O)N)C(=O)N
FT_1.141_287.12717,"4-Hydroxy-3,5,4'-trimethoxystilbene",C17 H18 O4,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,NA,NA,44243661,"4-Hydroxy-3,5,4'-trimethoxystilbene",286.1205091,C17H18O4,"InChI=1S/C17H18O4/c1-19-14-8-6-12(7-9-14)4-5-13-10-15(20-2)17(18)16(11-13)21-3/h4-11,18H,1-3H3/b5-4+",KRJGXNAUJLJILU-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=C(C(=C2)OC)O)OC
FT_1.147_168.06892,5-Aminopentane-1-sulfonate,C5 H13 N O3 S,L2.2,na,Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,20504859,5-Aminopentane-1-sulfonate,166.0537894,C5H12NO3S-,"InChI=1S/C5H13NO3S/c6-4-2-1-3-5-10(7,8)9/h1-6H2,(H,7,8,9)/p-1",NJVWBSNUDITJDJ-UHFFFAOYSA-M,C(CCN)CCS(=O)(=O)[O-]
FT_1.147_335.13059,2-(3-Quinoxalin-2-ylphenyl)quinoxaline,C22 H14 N4,L2.3,na,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinoxalines,2749157,2-(3-Quinoxalin-2-ylphenyl)quinoxaline,334.1218465,C22H14N4,InChI=1S/C22H14N4/c1-3-10-19-17(8-1)23-13-21(25-19)15-6-5-7-16(12-15)22-14-24-18-9-2-4-11-20(18)26-22/h1-14H,MJPGVVJKVCPMKP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC(=N2)C3=CC(=CC=C3)C4=NC5=CC=CC=C5N=C4
FT_1.174_398.12947,alpha-D-GlcNAc-(1->4)-D-GlcA,C14 H23 N O12,L2.3,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides,70678711,alpha-D-GlcNAc-(1->4)-D-GlcA,397.1220252,C14H23NO12,"InChI=1S/C14H23NO12/c1-3(17)15-5-7(19)6(18)4(2-16)25-14(5)27-10-8(20)9(21)13(24)26-11(10)12(22)23/h4-11,13-14,16,18-21,24H,2H2,1H3,(H,15,17)(H,22,23)/t4-,5-,6-,7-,8-,9-,10+,11+,13?,14-/m1/s1",LJKKEBYAXYCTNF-QKJYSWECSA-N,CC(=O)NC1C(C(C(OC1OC2C(C(C(OC2C(=O)O)O)O)O)CO)O)O
FT_1.177_271.16864,"3-Hydroxy-estra-1,3,5(10)-trien-16-one",C18 H22 O2,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,251869,"3-Hydroxy-estra-1,3,5(10)-trien-16-one",270.1619799,C18H22O2,"InChI=1S/C18H22O2/c1-18-7-6-15-14-5-3-12(19)8-11(14)2-4-16(15)17(18)9-13(20)10-18/h3,5,8,15-17,19H,2,4,6-7,9-10H2,1H3/t15-,16-,17+,18-/m1/s1",VUQQUDLAAJRNMK-ZJPYXAASSA-N,CC12CCC3C(C1CC(=O)C2)CCC4=C3C=CC(=C4)O
FT_1.179_180.08673,D-Mannosamine,C6 H13 N O5,L2.2,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,440049,D-Mannosamine,179.0793725,C6H13NO5,"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3+,4-,5-,6?/m1/s1",MSWZFWKMSRAUBD-CBPJZXOFSA-N,C(C1C(C(C(C(O1)O)N)O)O)O
FT_1.187_229.12164,4-(3-Hydroxy-3-phenylpropyl)phenol,C15 H16 O2,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Cinnamylphenols,NA,54456955,4-(3-Hydroxy-3-phenylpropyl)phenol,228.1150297,C15H16O2,"InChI=1S/C15H16O2/c16-14-9-6-12(7-10-14)8-11-15(17)13-4-2-1-3-5-13/h1-7,9-10,15-17H,8,11H2",WYWFNAPTGISCHO-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)O)O
FT_17.117_249.11211,NP-021018,C12 H18 O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,"	125416500","3-[(1E,3E)-hepta-1,3-dienyl]pentanedioic acid",NA,"	
C12H18O4","InChI=1S/C12H18O4/c1-2-3-4-5-6-7-10(8-11(13)14)9-12(15)16/h4-7,10H,2-3,8-9H2,1H3,(H,13,14)(H,15,16)/b5-4+,7-6+",SCFJYQRJWMNDSZ-YTXTXJHMSA-N,CCC/C=C/C=C/C(CC(=O)O)CC(=O)O
