...1,ko_id,fasta
bco_bin_102_1_k125_21811307_28,K02221,bco_bin_102_1
bco_bin_102_1_k125_21811307_29,K09772,bco_bin_102_1
bco_bin_102_1_k125_21811307_30,K06997,bco_bin_102_1
bco_bin_102_1_k125_21811307_31,K03531,bco_bin_102_1
bco_bin_102_1_k125_22080182_2,K11779,bco_bin_102_1
bco_bin_102_1_k125_22080182_3,K11212,bco_bin_102_1
bco_bin_102_1_k125_22080182_4,K12234,bco_bin_102_1
bco_bin_102_1_k125_22080182_8,K01711,bco_bin_102_1
bco_bin_102_1_k125_22080182_9,K15856,bco_bin_102_1
bco_bin_102_1_k125_22080182_12,K13015,bco_bin_102_1
bco_bin_102_1_k125_22080182_13,K00973,bco_bin_102_1
bco_bin_102_1_k125_22080182_14,K00067,bco_bin_102_1
bco_bin_102_1_k125_22080182_17,K01005,bco_bin_102_1
bco_bin_102_1_k125_22207431_7,K22719,bco_bin_102_1
bco_bin_102_1_k125_22207431_8,K04078,bco_bin_102_1
bco_bin_102_1_k125_22207431_9,K25706,bco_bin_102_1
bco_bin_102_1_k125_22207431_10,K03789,bco_bin_102_1
bco_bin_102_1_k125_22207431_11,K14742,bco_bin_102_1
bco_bin_102_1_k125_22693698_2,K14415,bco_bin_102_1
bco_bin_102_1_k125_22693698_3,K19784,bco_bin_102_1
bco_bin_102_1_k125_23356136_2,K02899,bco_bin_102_1
bco_bin_102_1_k125_23356136_3,K02888,bco_bin_102_1
bco_bin_102_1_k125_23356136_4,K08301,bco_bin_102_1
bco_bin_102_1_k125_23933490_2,K06147,bco_bin_102_1
bco_bin_102_1_k125_2475554_15,K03574,bco_bin_102_1
bco_bin_102_1_k125_2475554_16,K07258,bco_bin_102_1
bco_bin_102_1_k125_2475554_19,K13953,bco_bin_102_1
bco_bin_102_1_k125_2475554_20,K09772,bco_bin_102_1
bco_bin_102_1_k125_2475554_23,K04564,bco_bin_102_1
bco_bin_102_1_k125_2475554_24,K01972,bco_bin_102_1
bco_bin_102_1_k125_2475554_25,K00566,bco_bin_102_1
bco_bin_102_1_k125_2475554_26,K04487,bco_bin_102_1
bco_bin_102_1_k125_2475554_29,K00790,bco_bin_102_1
bco_bin_102_1_k125_2475554_30,K02114,bco_bin_102_1
bco_bin_102_1_k125_25114246_2,K02314,bco_bin_102_1
bco_bin_102_1_k125_25114246_3,K02939,bco_bin_102_1
bco_bin_102_1_k125_25114246_4,K02963,bco_bin_102_1
bco_bin_102_1_k125_25114246_5,K03111,bco_bin_102_1
bco_bin_102_1_k125_25114246_6,K02990,bco_bin_102_1
bco_bin_102_1_k125_25355012_2,K01637,bco_bin_102_1
bco_bin_102_1_k125_25355012_3,K01638,bco_bin_102_1
bco_bin_102_1_k125_25355012_4,K21686,bco_bin_102_1
bco_bin_102_1_k125_25778327_2,K00163,bco_bin_102_1
bco_bin_102_1_k125_25778327_4,K03088,bco_bin_102_1
bco_bin_102_1_k125_25778327_6,K03801,bco_bin_102_1
bco_bin_102_1_k125_25778327_8,K03644,bco_bin_102_1
bco_bin_102_1_k125_26898740_3,K00989,bco_bin_102_1
bco_bin_102_1_k125_26898740_4,K00784,bco_bin_102_1
bco_bin_102_1_k125_26898740_5,K01776,bco_bin_102_1
bco_bin_102_1_k125_26898740_6,K21148,bco_bin_102_1
bco_bin_102_1_k125_26898740_7,K03636,bco_bin_102_1
bco_bin_102_1_k125_26898740_8,K21140,bco_bin_102_1
bco_bin_102_1_k125_26898740_9,K01008,bco_bin_102_1
bco_bin_102_1_k125_27123059_1,K00606,bco_bin_102_1
bco_bin_102_1_k125_27123059_3,K10773,bco_bin_102_1
bco_bin_102_1_k125_27145653_7,K22894,bco_bin_102_1
bco_bin_102_1_k125_27321387_2,K03671,bco_bin_102_1
bco_bin_102_1_k125_27321387_3,K21908,bco_bin_102_1
bco_bin_102_1_k125_27349586_1,K01908,bco_bin_102_1
bco_bin_102_1_k125_27632528_5,K05366,bco_bin_102_1
bco_bin_102_1_k125_27632528_6,K03926,bco_bin_102_1
bco_bin_102_1_k125_27632528_10,K06901,bco_bin_102_1
bco_bin_102_1_k125_27632528_11,K01803,bco_bin_102_1
bco_bin_102_1_k125_27632528_13,K02575,bco_bin_102_1
bco_bin_102_1_k125_27937930_1,K02110,bco_bin_102_1
bco_bin_102_1_k125_27937930_2,K02109,bco_bin_102_1
bco_bin_102_1_k125_27937930_3,K02113,bco_bin_102_1
bco_bin_102_1_k125_27937930_4,K02111,bco_bin_102_1
bco_bin_102_1_k125_27937930_5,K02115,bco_bin_102_1
bco_bin_102_1_k125_27959278_1,K01845,bco_bin_102_1
bco_bin_102_1_k125_27959278_3,K01990,bco_bin_102_1
bco_bin_102_1_k125_27959278_5,K10979,bco_bin_102_1
bco_bin_102_1_k125_27959278_6,K01971,bco_bin_102_1
bco_bin_102_1_k125_27959278_8,K00936,bco_bin_102_1
bco_bin_102_1_k125_27959278_12,K03088,bco_bin_102_1
bco_bin_102_1_k125_27959278_16,K03641,bco_bin_102_1
bco_bin_102_1_k125_27959278_18,K01091,bco_bin_102_1
bco_bin_102_1_k125_27959278_20,K02275,bco_bin_102_1
bco_bin_102_1_k125_27959278_21,K15408,bco_bin_102_1
bco_bin_102_1_k125_27959278_22,K02276,bco_bin_102_1
bco_bin_102_1_k125_27959278_24,K02351,bco_bin_102_1
bco_bin_102_1_k125_27959278_25,K03889,bco_bin_102_1
bco_bin_102_1_k125_27959278_26,K03890,bco_bin_102_1
bco_bin_102_1_k125_27959278_27,K03891,bco_bin_102_1
bco_bin_102_1_k125_27959278_28,K00344,bco_bin_102_1
bco_bin_102_1_k125_28129460_2,K19302,bco_bin_102_1
bco_bin_102_1_k125_28129460_4,K07130,bco_bin_102_1
bco_bin_102_1_k125_28129460_5,K04757,bco_bin_102_1
bco_bin_102_1_k125_28129460_6,K04749,bco_bin_102_1
bco_bin_102_1_k125_28129460_8,K01990,bco_bin_102_1
bco_bin_102_1_k125_28129460_9,K01992,bco_bin_102_1
bco_bin_102_1_k125_28129460_14,K03272,bco_bin_102_1
bco_bin_102_1_k125_28129460_17,K03273,bco_bin_102_1
bco_bin_102_1_k125_28251727_1,K01897,bco_bin_102_1
bco_bin_102_1_k125_28293885_3,K03699,bco_bin_102_1
bco_bin_102_1_k125_28293885_4,K07042,bco_bin_102_1
bco_bin_102_1_k125_28293885_8,K09761,bco_bin_102_1
bco_bin_102_1_k125_28472517_3,K02195,bco_bin_102_1
bco_bin_102_1_k125_28472517_4,K02194,bco_bin_102_1
bco_bin_102_1_k125_28472517_8,K02200,bco_bin_102_1
bco_bin_102_1_k125_28472517_9,K02198,bco_bin_102_1
bco_bin_102_1_k125_28472517_10,K02197,bco_bin_102_1
bco_bin_102_1_k125_28472517_11,K21401,bco_bin_102_1
bco_bin_102_1_k125_28472517_13,K00330,bco_bin_102_1
bco_bin_102_1_k125_28472517_14,K00331,bco_bin_102_1
bco_bin_102_1_k125_28472517_16,K00333,bco_bin_102_1
bco_bin_102_1_k125_28472517_19,K00339,bco_bin_102_1
bco_bin_102_1_k125_28472517_20,K00340,bco_bin_102_1
bco_bin_102_1_k125_28472517_21,K00341,bco_bin_102_1
bco_bin_102_1_k125_28472517_22,K00342,bco_bin_102_1
bco_bin_102_1_k125_28472517_23,K00343,bco_bin_102_1
bco_bin_102_1_k125_28472517_24,K03799,bco_bin_102_1
bco_bin_102_1_k125_28472517_25,K21472,bco_bin_102_1
bco_bin_102_1_k125_28472517_26,K02503,bco_bin_102_1
bco_bin_102_1_k125_28472517_27,K09767,bco_bin_102_1
bco_bin_102_1_k125_28472517_28,K06996,bco_bin_102_1
bco_bin_102_1_k125_28472517_30,K04749,bco_bin_102_1
bco_bin_102_1_k125_28472517_31,K01953,bco_bin_102_1
bco_bin_102_1_k125_28472517_32,K07010,bco_bin_102_1
bco_bin_102_1_k125_29017136_2,K06996,bco_bin_102_1
bco_bin_102_1_k125_29017136_4,K03545,bco_bin_102_1
bco_bin_102_1_k125_29017136_5,K01358,bco_bin_102_1
bco_bin_102_1_k125_29464221_3,K00605,bco_bin_102_1
bco_bin_102_1_k125_29464221_4,K00282,bco_bin_102_1
bco_bin_102_1_k125_29464221_5,K00283,bco_bin_102_1
bco_bin_102_1_k125_29464221_12,K07157,bco_bin_102_1
bco_bin_102_1_k125_29464221_13,K08992,bco_bin_102_1
bco_bin_102_1_k125_29464221_14,K00721,bco_bin_102_1
bco_bin_102_1_k125_29464221_15,K03820,bco_bin_102_1
bco_bin_102_1_k125_29464221_19,K07029,bco_bin_102_1
bco_bin_102_1_k125_29464221_20,K03727,bco_bin_102_1
bco_bin_102_1_k125_29494280_3,K02302,bco_bin_102_1
bco_bin_102_1_k125_29702135_5,K01644,bco_bin_102_1
bco_bin_102_1_k125_31024543_1,K03046,bco_bin_102_1
bco_bin_102_1_k125_31024543_2,K03043,bco_bin_102_1
bco_bin_102_1_k125_31024543_3,K19244,bco_bin_102_1
bco_bin_102_1_k125_31024543_4,K02935,bco_bin_102_1
bco_bin_102_1_k125_31024543_5,K02864,bco_bin_102_1
bco_bin_102_1_k125_31024543_6,K02863,bco_bin_102_1
bco_bin_102_1_k125_31024543_7,K02867,bco_bin_102_1
bco_bin_102_1_k125_31024543_8,K02601,bco_bin_102_1
bco_bin_102_1_k125_31024543_9,K03073,bco_bin_102_1
bco_bin_102_1_k125_31024543_13,K02913,bco_bin_102_1
bco_bin_102_1_k125_31024543_15,K01061,bco_bin_102_1
bco_bin_102_1_k125_31251343_1,K04077,bco_bin_102_1
bco_bin_102_1_k125_31251343_3,K02275,bco_bin_102_1
bco_bin_102_1_k125_31251343_4,K15408,bco_bin_102_1
bco_bin_102_1_k125_31251343_5,K02276,bco_bin_102_1
bco_bin_102_1_k125_31251343_6,K02277,bco_bin_102_1
bco_bin_102_1_k125_31251343_7,K02862,bco_bin_102_1
bco_bin_102_1_k125_31251343_9,K02257,bco_bin_102_1
bco_bin_102_1_k125_31251343_10,K01697,bco_bin_102_1
bco_bin_102_1_k125_31251343_11,K01758,bco_bin_102_1
bco_bin_102_1_k125_31251343_12,K08217,bco_bin_102_1
bco_bin_102_1_k125_31251343_14,K11358,bco_bin_102_1
bco_bin_102_1_k125_31251343_17,K02446,bco_bin_102_1
bco_bin_102_1_k125_31251343_22,K01338,bco_bin_102_1
bco_bin_102_1_k125_31880631_1,K07465,bco_bin_102_1
bco_bin_102_1_k125_31880631_7,K01463,bco_bin_102_1
bco_bin_102_1_k125_31880631_8,K03465,bco_bin_102_1
bco_bin_102_1_k125_31880631_16,K05522,bco_bin_102_1
bco_bin_102_1_k125_31880631_17,K03724,bco_bin_102_1
bco_bin_102_1_k125_31880631_18,K01681,bco_bin_102_1
bco_bin_102_1_k125_32258376_4,K03969,bco_bin_102_1
bco_bin_102_1_k125_32258376_7,K03433,bco_bin_102_1
bco_bin_102_1_k125_32258376_8,K03432,bco_bin_102_1
bco_bin_102_1_k125_32258376_9,K13571,bco_bin_102_1
bco_bin_102_1_k125_32258376_11,K13572,bco_bin_102_1
bco_bin_102_1_k125_32258376_12,K13573,bco_bin_102_1
bco_bin_102_1_k125_32258376_14,K09022,bco_bin_102_1
bco_bin_102_1_k125_32258376_16,K13668,bco_bin_102_1
bco_bin_102_1_k125_32258376_18,K07100,bco_bin_102_1
bco_bin_102_1_k125_32258376_20,K00615,bco_bin_102_1
bco_bin_102_1_k125_32258376_24,K00549,bco_bin_102_1
bco_bin_102_1_k125_32584372_2,K04078,bco_bin_102_1
bco_bin_102_1_k125_32584372_3,K03695,bco_bin_102_1
bco_bin_102_1_k125_32584372_4,K13640,bco_bin_102_1
bco_bin_102_1_k125_32596886_2,K15555,bco_bin_102_1
bco_bin_102_1_k125_32596886_3,K15553,bco_bin_102_1
bco_bin_102_1_k125_32596886_5,K09807,bco_bin_102_1
bco_bin_102_1_k125_32596886_8,K08982,bco_bin_102_1
bco_bin_102_1_k125_32596886_12,K07653,bco_bin_102_1
bco_bin_102_1_k125_32596886_16,K03642,bco_bin_102_1
bco_bin_102_1_k125_32596886_18,K03975,bco_bin_102_1
bco_bin_102_1_k125_32596886_22,K09516,bco_bin_102_1
bco_bin_102_1_k125_32596886_25,K25034,bco_bin_102_1
bco_bin_102_1_k125_32596886_26,K25027,bco_bin_102_1
bco_bin_102_1_k125_32596886_29,K08097,bco_bin_102_1
bco_bin_102_1_k125_32596886_33,K01755,bco_bin_102_1
bco_bin_102_1_k125_32596886_34,K07397,bco_bin_102_1
bco_bin_102_1_k125_32596886_35,K02381,bco_bin_102_1
bco_bin_102_1_k125_32596886_36,K00926,bco_bin_102_1
bco_bin_102_1_k125_32596886_40,K23779,bco_bin_102_1
bco_bin_102_1_k125_32596886_48,K07123,bco_bin_102_1
bco_bin_102_1_k125_3389764_3,K22881,bco_bin_102_1
bco_bin_102_1_k125_3389764_4,K03821,bco_bin_102_1
bco_bin_102_1_k125_3389764_5,K00023,bco_bin_102_1
bco_bin_102_1_k125_3389764_6,K00626,bco_bin_102_1
bco_bin_102_1_k125_3389764_23,K07052,bco_bin_102_1
bco_bin_102_1_k125_34038293_2,K00969,bco_bin_102_1
bco_bin_102_1_k125_34038293_3,K09710,bco_bin_102_1
bco_bin_102_1_k125_34038293_5,K25588,bco_bin_102_1
bco_bin_102_1_k125_34346722_4,K15987,bco_bin_102_1
bco_bin_102_1_k125_34346722_6,K03499,bco_bin_102_1
bco_bin_102_1_k125_34346722_7,K03499,bco_bin_102_1
bco_bin_102_1_k125_34346722_9,K03975,bco_bin_102_1
bco_bin_102_1_k125_34346722_10,K03168,bco_bin_102_1
bco_bin_102_1_k125_34712634_1,K00286,bco_bin_102_1
bco_bin_102_1_k125_34712634_4,K22205,bco_bin_102_1
bco_bin_102_1_k125_34712634_7,K06196,bco_bin_102_1
bco_bin_102_1_k125_34712634_9,K01926,bco_bin_102_1
bco_bin_102_1_k125_35056672_4,K01854,bco_bin_102_1
bco_bin_102_1_k125_35638153_2,K05337,bco_bin_102_1
bco_bin_102_1_k125_35638153_4,K06197,bco_bin_102_1
bco_bin_102_1_k125_35638153_6,K00728,bco_bin_102_1
bco_bin_102_1_k125_35638153_7,K09005,bco_bin_102_1
bco_bin_102_1_k125_35700011_2,K07161,bco_bin_102_1
bco_bin_102_1_k125_35700011_5,K03520,bco_bin_102_1
bco_bin_102_1_k125_35700011_6,K07402,bco_bin_102_1
bco_bin_102_1_k125_35700011_7,K07402,bco_bin_102_1
bco_bin_102_1_k125_35700011_8,K09386,bco_bin_102_1
bco_bin_102_1_k125_35700011_11,K03518,bco_bin_102_1
bco_bin_102_1_k125_35700011_13,K07402,bco_bin_102_1
bco_bin_102_1_k125_35700011_14,K07402,bco_bin_102_1
bco_bin_102_1_k125_35730953_2,K19710,bco_bin_102_1
bco_bin_102_1_k125_35730953_3,K01868,bco_bin_102_1
bco_bin_102_1_k125_35791309_1,K02879,bco_bin_102_1
bco_bin_102_1_k125_35791309_2,K06173,bco_bin_102_1
bco_bin_102_1_k125_35791309_3,K02871,bco_bin_102_1
bco_bin_102_1_k125_35791309_4,K02996,bco_bin_102_1
bco_bin_102_1_k125_35791309_5,K03431,bco_bin_102_1
bco_bin_102_1_k125_35791309_6,K23997,bco_bin_102_1
bco_bin_102_1_k125_35791309_7,K01775,bco_bin_102_1
bco_bin_102_1_k125_35791309_8,K21929,bco_bin_102_1
bco_bin_102_1_k125_35791309_9,K06925,bco_bin_102_1
bco_bin_102_1_k125_35857331_6,K06204,bco_bin_102_1
bco_bin_102_1_k125_35857331_8,K03088,bco_bin_102_1
bco_bin_102_1_k125_36752024_1,K01151,bco_bin_102_1
bco_bin_102_1_k125_36752024_8,K06413,bco_bin_102_1
bco_bin_102_1_k125_36864616_3,K01616,bco_bin_102_1
bco_bin_102_1_k125_37323153_2,K02033,bco_bin_102_1
bco_bin_102_1_k125_37323153_3,K02034,bco_bin_102_1
bco_bin_102_1_k125_37365633_2,K04567,bco_bin_102_1
bco_bin_102_1_k125_37365633_3,K03525,bco_bin_102_1
bco_bin_102_1_k125_37365633_4,K01579,bco_bin_102_1
bco_bin_102_1_k125_37365633_6,K00950,bco_bin_102_1
bco_bin_102_1_k125_37365633_7,K01633,bco_bin_102_1
bco_bin_102_1_k125_37365633_8,K00796,bco_bin_102_1
bco_bin_102_1_k125_37365633_9,K03798,bco_bin_102_1
bco_bin_102_1_k125_37365633_10,K00760,bco_bin_102_1
bco_bin_102_1_k125_37668857_1,K03526,bco_bin_102_1
bco_bin_102_1_k125_37668857_7,K01151,bco_bin_102_1
bco_bin_102_1_k125_37668857_8,K03657,bco_bin_102_1
bco_bin_102_1_k125_37668857_9,K07465,bco_bin_102_1
bco_bin_102_1_k125_37668857_11,K01356,bco_bin_102_1
bco_bin_102_1_k125_37668857_14,K00919,bco_bin_102_1
bco_bin_102_1_k125_37668857_15,K03665,bco_bin_102_1
bco_bin_102_1_k125_37668857_16,K10206,bco_bin_102_1
bco_bin_102_1_k125_37668857_17,K01778,bco_bin_102_1
bco_bin_102_1_k125_37668857_18,K00791,bco_bin_102_1
bco_bin_102_1_k125_37668857_19,K06168,bco_bin_102_1
bco_bin_102_1_k125_37668857_20,K18682,bco_bin_102_1
bco_bin_102_1_k125_37668857_21,K03565,bco_bin_102_1
bco_bin_102_1_k125_37668857_22,K03553,bco_bin_102_1
bco_bin_102_1_k125_37668857_24,K01975,bco_bin_102_1
bco_bin_102_1_k125_37668857_25,K03742,bco_bin_102_1
bco_bin_102_1_k125_37668857_26,K00995,bco_bin_102_1
bco_bin_102_1_k125_37684937_2,K02470,bco_bin_102_1
bco_bin_102_1_k125_37684937_4,K03629,bco_bin_102_1
bco_bin_102_1_k125_37684937_5,K03629,bco_bin_102_1
bco_bin_102_1_k125_37684937_6,K02338,bco_bin_102_1
bco_bin_102_1_k125_38677626_3,K20074,bco_bin_102_1
bco_bin_102_1_k125_38677626_5,K05364,bco_bin_102_1
bco_bin_102_1_k125_38677626_7,K01664,bco_bin_102_1
bco_bin_102_1_k125_38677626_9,K07284,bco_bin_102_1
bco_bin_102_1_k125_38677626_14,K04749,bco_bin_102_1
bco_bin_102_1_k125_38677626_16,K03090,bco_bin_102_1
bco_bin_102_1_k125_38677626_18,K07096,bco_bin_102_1
bco_bin_102_1_k125_38893544_2,K02283,bco_bin_102_1
bco_bin_102_1_k125_38893544_3,K02282,bco_bin_102_1
bco_bin_102_1_k125_39635280_3,K06048,bco_bin_102_1
bco_bin_102_1_k125_39635280_7,K06999,bco_bin_102_1
bco_bin_102_1_k125_39635280_8,K15975,bco_bin_102_1
bco_bin_102_1_k125_40469777_2,K02283,bco_bin_102_1
bco_bin_102_1_k125_40469777_3,K02282,bco_bin_102_1
bco_bin_102_1_k125_40490252_1,K02110,bco_bin_102_1
bco_bin_102_1_k125_40490252_2,K02108,bco_bin_102_1
bco_bin_102_1_k125_40490252_5,K02851,bco_bin_102_1
bco_bin_102_1_k125_40490252_6,K00600,bco_bin_102_1
bco_bin_102_1_k125_40490252_7,K01808,bco_bin_102_1
bco_bin_102_1_k125_40647751_1,K12510,bco_bin_102_1
bco_bin_102_1_k125_40647751_2,K12511,bco_bin_102_1
bco_bin_102_1_k125_40647751_5,K01042,bco_bin_102_1
bco_bin_102_1_k125_40647751_7,K07403,bco_bin_102_1
bco_bin_102_1_k125_40647751_9,K07098,bco_bin_102_1
bco_bin_102_1_k125_40647751_13,K00133,bco_bin_102_1
bco_bin_102_1_k125_40647751_14,K00928,bco_bin_102_1
bco_bin_102_1_k125_40647751_15,K06187,bco_bin_102_1
bco_bin_102_1_k125_40647751_16,K09747,bco_bin_102_1
bco_bin_102_1_k125_41734255_1,K06972,bco_bin_102_1
bco_bin_102_1_k125_42708964_6,K00784,bco_bin_102_1
bco_bin_102_1_k125_42995960_7,K02028,bco_bin_102_1
bco_bin_102_1_k125_43207178_1,K07104,bco_bin_102_1
bco_bin_102_1_k125_43207178_3,K02238,bco_bin_102_1
bco_bin_102_1_k125_43207178_4,K02237,bco_bin_102_1
bco_bin_102_1_k125_43207178_8,K02013,bco_bin_102_1
bco_bin_102_1_k125_43207178_10,K15977,bco_bin_102_1
bco_bin_102_1_k125_43207178_11,K01869,bco_bin_102_1
bco_bin_102_1_k125_43207178_12,K03709,bco_bin_102_1
bco_bin_102_1_k125_43207178_13,K11707,bco_bin_102_1
bco_bin_102_1_k125_43482363_1,K01915,bco_bin_102_1
bco_bin_102_1_k125_43482363_7,K03593,bco_bin_102_1
bco_bin_102_1_k125_4403563_1,K03526,bco_bin_102_1
bco_bin_102_1_k125_4403563_2,K03527,bco_bin_102_1
bco_bin_102_1_k125_4403563_6,K07096,bco_bin_102_1
bco_bin_102_1_k125_4403563_7,K01055,bco_bin_102_1
bco_bin_102_1_k125_4403563_8,K20469,bco_bin_102_1
bco_bin_102_1_k125_4403563_12,K07213,bco_bin_102_1
bco_bin_102_1_k125_4403563_13,K01299,bco_bin_102_1
bco_bin_102_1_k125_4403563_15,K14261,bco_bin_102_1
bco_bin_102_1_k125_4403563_17,K21071,bco_bin_102_1
bco_bin_102_1_k125_4403563_18,K01620,bco_bin_102_1
bco_bin_102_1_k125_4472017_1,K04074,bco_bin_102_1
bco_bin_102_1_k125_44967901_3,K21001,bco_bin_102_1
bco_bin_102_1_k125_44967901_6,K03208,bco_bin_102_1
bco_bin_102_1_k125_44967901_7,K02377,bco_bin_102_1
bco_bin_102_1_k125_44967901_8,K19997,bco_bin_102_1
bco_bin_102_1_k125_4518155_1,K00030,bco_bin_102_1
bco_bin_102_1_k125_4518155_2,K00024,bco_bin_102_1
bco_bin_102_1_k125_4518155_3,K01626,bco_bin_102_1
bco_bin_102_1_k125_4518155_5,K00507,bco_bin_102_1
bco_bin_102_1_k125_4518155_6,K00240,bco_bin_102_1
bco_bin_102_1_k125_4518155_7,K06137,bco_bin_102_1
bco_bin_102_1_k125_4518155_8,K00239,bco_bin_102_1
bco_bin_102_1_k125_4518155_9,K00242,bco_bin_102_1
bco_bin_102_1_k125_4518155_10,K00241,bco_bin_102_1
bco_bin_102_1_k125_4518155_11,K16267,bco_bin_102_1
bco_bin_102_1_k125_4518155_13,K11263,bco_bin_102_1
bco_bin_102_1_k125_4518155_14,K03524,bco_bin_102_1
bco_bin_102_1_k125_4518155_15,K00012,bco_bin_102_1
bco_bin_102_1_k125_45675920_4,K06999,bco_bin_102_1
bco_bin_102_1_k125_45675920_6,K07396,bco_bin_102_1
bco_bin_102_1_k125_45675920_9,K07090,bco_bin_102_1
bco_bin_102_1_k125_45675920_12,K04768,bco_bin_102_1
bco_bin_102_1_k125_45675920_16,K11517,bco_bin_102_1
bco_bin_102_1_k125_45675920_17,K05366,bco_bin_102_1
bco_bin_102_1_k125_45789919_1,K01866,bco_bin_102_1
bco_bin_102_1_k125_45789919_2,K00849,bco_bin_102_1
bco_bin_102_1_k125_45789919_4,K03116,bco_bin_102_1
bco_bin_102_1_k125_45789919_5,K03118,bco_bin_102_1
bco_bin_102_1_k125_45789919_6,K19222,bco_bin_102_1
bco_bin_102_1_k125_46779616_6,K10804,bco_bin_102_1
bco_bin_102_1_k125_46779616_7,K16868,bco_bin_102_1
bco_bin_102_1_k125_47074980_3,K07001,bco_bin_102_1
bco_bin_102_1_k125_4761869_1,K01601,bco_bin_102_1
bco_bin_102_1_k125_4761869_2,K21703,bco_bin_102_1
bco_bin_102_1_k125_4761869_3,K00855,bco_bin_102_1
bco_bin_102_1_k125_4761869_4,K01783,bco_bin_102_1
bco_bin_102_1_k125_4761869_5,K04564,bco_bin_102_1
bco_bin_102_1_k125_4761869_6,K03750,bco_bin_102_1
bco_bin_102_1_k125_48064408_2,K00537,bco_bin_102_1
bco_bin_102_1_k125_4822314_2,K01875,bco_bin_102_1
bco_bin_102_1_k125_4822314_4,K26732,bco_bin_102_1
bco_bin_102_1_k125_48735119_2,K03885,bco_bin_102_1
bco_bin_102_1_k125_48735119_3,K01754,bco_bin_102_1
bco_bin_102_1_k125_48735119_4,K06381,bco_bin_102_1
bco_bin_102_1_k125_48796961_1,K01644,bco_bin_102_1
bco_bin_102_1_k125_48796961_2,K14067,bco_bin_102_1
bco_bin_102_1_k125_48796961_3,K08692,bco_bin_102_1
bco_bin_102_1_k125_48821849_3,K01463,bco_bin_102_1
bco_bin_102_1_k125_48821849_6,K07507,bco_bin_102_1
bco_bin_102_1_k125_48933081_1,K00549,bco_bin_102_1
bco_bin_102_1_k125_48933081_2,K18911,bco_bin_102_1
bco_bin_102_1_k125_49648826_2,K21577,bco_bin_102_1
bco_bin_102_1_k125_49648826_4,K10672,bco_bin_102_1
bco_bin_102_1_k125_50188101_2,K03703,bco_bin_102_1
bco_bin_102_1_k125_50188101_3,K06958,bco_bin_102_1
bco_bin_102_1_k125_50284849_8,K07095,bco_bin_102_1
bco_bin_102_1_k125_50284849_11,K07104,bco_bin_102_1
bco_bin_102_1_k125_50284849_13,K07058,bco_bin_102_1
bco_bin_102_1_k125_50284849_15,K00135,bco_bin_102_1
bco_bin_102_1_k125_50284849_16,K00322,bco_bin_102_1
bco_bin_102_1_k125_5045320_2,K07177,bco_bin_102_1
bco_bin_102_1_k125_5045320_3,K03558,bco_bin_102_1
bco_bin_102_1_k125_5045320_4,K03569,bco_bin_102_1
bco_bin_102_1_k125_5045320_7,K07735,bco_bin_102_1
bco_bin_102_1_k125_5045320_8,K03704,bco_bin_102_1
bco_bin_102_1_k125_5045320_12,K18955,bco_bin_102_1
bco_bin_102_1_k125_5045320_15,K05524,bco_bin_102_1
bco_bin_102_1_k125_5045320_16,K13292,bco_bin_102_1
bco_bin_102_1_k125_50812928_2,K01599,bco_bin_102_1
bco_bin_102_1_k125_50812928_3,K02435,bco_bin_102_1
bco_bin_102_1_k125_50812928_4,K02433,bco_bin_102_1
bco_bin_102_1_k125_50812928_5,K02434,bco_bin_102_1
bco_bin_102_1_k125_50812928_7,K00058,bco_bin_102_1
bco_bin_102_1_k125_50812928_10,K01885,bco_bin_102_1
bco_bin_102_1_k125_5103250_2,K07177,bco_bin_102_1
bco_bin_102_1_k125_5103250_3,K13993,bco_bin_102_1
bco_bin_102_1_k125_5103250_5,K00574,bco_bin_102_1
bco_bin_102_1_k125_51172450_2,K07284,bco_bin_102_1
bco_bin_102_1_k125_51172450_4,K00134,bco_bin_102_1
bco_bin_102_1_k125_51389321_2,K02029,bco_bin_102_1
bco_bin_102_1_k125_51389321_3,K02029,bco_bin_102_1
bco_bin_102_1_k125_51389321_6,K02279,bco_bin_102_1
bco_bin_102_1_k125_51389321_14,K01255,bco_bin_102_1
bco_bin_102_1_k125_51389321_16,K07477,bco_bin_102_1
bco_bin_102_1_k125_51450077_3,K07478,bco_bin_102_1
bco_bin_102_1_k125_51450077_4,K01876,bco_bin_102_1
bco_bin_102_1_k125_51450077_5,K01892,bco_bin_102_1
bco_bin_102_1_k125_51450077_6,K21472,bco_bin_102_1
bco_bin_102_1_k125_5167329_2,K00990,bco_bin_102_1
bco_bin_102_1_k125_52328109_2,K03116,bco_bin_102_1
bco_bin_102_1_k125_52788714_1,K02020,bco_bin_102_1
bco_bin_102_1_k125_52788714_2,K02018,bco_bin_102_1
bco_bin_102_1_k125_52788714_3,K02017,bco_bin_102_1
bco_bin_102_1_k125_52788714_5,K00529,bco_bin_102_1
bco_bin_102_1_k125_52788714_6,K01719,bco_bin_102_1
bco_bin_102_1_k125_52788714_7,K03657,bco_bin_102_1
bco_bin_102_1_k125_53536451_1,K04070,bco_bin_102_1
bco_bin_102_1_k125_53656712_2,K06888,bco_bin_102_1
bco_bin_102_1_k125_5382433_5,K16870,bco_bin_102_1
bco_bin_102_1_k125_5382433_6,K06381,bco_bin_102_1
bco_bin_102_1_k125_5382433_7,K16870,bco_bin_102_1
