fasta,ko_id,response_type,Month,getmm_mean,Domain,Phylum,Class,Order,Family,Genus,Species,gene_name,gene_abb,Category_1,Category_2
bcn_bin_165_1,K02305,Pulse,July_3,1.0515123695578161,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitric oxide reductase subunit C,norC,Nitric oxide Nitrous oxide,Nitrogen metabolism
bcn_bin_165_1,K02305,Pulse,August,0.8479218816357876,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitric oxide reductase subunit C,norC,Nitric oxide Nitrous oxide,Nitrogen metabolism
bcn_bin_165_1,K02305,Pulse,October,0.6238537757773559,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitric oxide reductase subunit C,norC,Nitric oxide Nitrous oxide,Nitrogen metabolism
bcn_bin_165_1,K02305,Pulse,May_22,1.060401753763546,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitric oxide reductase subunit C,norC,Nitric oxide Nitrous oxide,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,May,1.2573111331041689,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,May,1.2573111331041689,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_1,1.0292865988504478,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_1,1.0292865988504478,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_2,1.4661031838871024,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_2,1.4661031838871024,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_3,1.1981158145274369,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,July_3,1.1981158145274369,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,August,1.8173544325480158,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,August,1.8173544325480158,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,October,1.3364248636294551,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,October,1.3364248636294551,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,May_22,1.610578953820469,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ammonium transporter,amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K03320,Pulse,May_22,1.610578953820469,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"ammonium transporter, Amt family",amt,Ammonium transporter,Nitrogen metabolism
bcn_bin_165_1,K05343,Pulse,May,13.352255276624376,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,July_1,2.368542100779863,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,July_2,3.6715029473246665,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,July_3,4.939560352146429,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,August,4.619644517835273,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,October,13.225298445853761,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05343,Pulse,May_22,13.313817869624524,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,maltose alpha-D-glucosyltransferase / alpha-amylase,treS,Other,Other
bcn_bin_165_1,K05813,Pulse,May,25.532774234483526,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,July_1,5.234876801594977,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,July_2,10.468586858316007,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,July_3,10.320280823518974,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,August,12.317262688115704,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,October,24.592122080883133,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05813,Pulse,May_22,20.33421983019,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system substrate-binding protein,ugpB,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,May,2.5390509117478466,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,July_1,3.5814316918394566,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,July_2,3.6679370742784965,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,July_3,3.917179533753802,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,August,3.035013643373068,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,October,2.200763876242718,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05814,Pulse,May_22,1.8052093128861781,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpA,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,May,4.154515324553183,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,July_1,3.1372125141871563,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,July_2,9.316281664157554,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,July_3,6.56395276888599,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,August,7.78583612121149,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,October,2.569407996816426,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K05815,Pulse,May_22,3.673650019315838,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,sn-glycerol 3-phosphate transport system permease protein,ugpE,ABC transporters,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,May,4.3375106154296,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,July_1,9.356172790237471,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,July_2,12.602243952543343,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,July_3,15.504977362269807,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,August,13.435270509713556,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,October,5.755351037108263,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07636,Pulse,May_22,5.698112241285302,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon sensor histidine kinase",phoR,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,May,30.560953496872617,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,July_1,5.970930901816692,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,July_2,13.801721119992791,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,July_3,14.175601732208333,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,August,14.873871431939634,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,October,44.14193424021339,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07657,Pulse,May_22,28.612628704352808,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, phosphate regulon response regulator PhoB",phoB,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,May,0.9405577431726488,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,July_1,1.7178521088698753,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,July_2,3.3786141206387574,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,July_3,3.9954097992189643,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,August,3.5757242636173947,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,October,0.267657173578262,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K07658,Pulse,May_22,0.6802517666844643,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",phoP,Phosphate assimilation,Phosphorous metabolism
bcn_bin_165_1,K15864,Pulse,May,2.6505195089211155,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,July_1,1.9158763464681436,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,July_2,0.6132631144056483,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,July_3,1.2367306347173876,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,August,1.2653007979972495,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,October,0.9487641381294702,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K15864,Pulse,May_22,0.6948288578294258,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,nitrite reductase (NO-forming) / hydroxylamine reductase,nirS,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_165_1,K21071,Pulse,May,3.952001879020366,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,July_1,0.3223088753737963,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,July_2,0.11920197682689805,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,July_3,0.4500985165440241,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,August,0.09570611614483512,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,October,2.547837602805385,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_165_1,K21071,Pulse,May_22,4.392257163102403,Bacteria,Chloroflexota,UBA6077,UBA6077,JACCZL01,NA,NA,ATP-dependent phosphofructokinase,pfk,NA,Glycolisis
bcn_bin_167_1,K00024,Wet,May,0.970777646108456,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00024,Wet,July_1,0.7814025252969083,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00024,Wet,July_2,1.4377011444781258,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00024,Wet,July_3,0.895666234388566,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00024,Wet,August,0.6426274641094105,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00024,Wet,May_22,0.9195670205693611,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,malate dehydrogenase,mdh,NA,TCA
bcn_bin_167_1,K00036,Wet,May,1.9231924722154974,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,July_1,0.7227006056200376,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,July_2,0.9491468816134919,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,July_3,0.3441150280028723,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,August,1.2821228431240514,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,October,1.934161800132072,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00036,Wet,May_22,2.5525551026386015,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,Glucose-6-phosphate 1-dehydrogenase,zwf,NA,Pentose phosphate pathway
bcn_bin_167_1,K00368,Wet,May,2.5674751749529614,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,July_1,12.38917898939395,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,July_2,1.415399455743234,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,July_3,1.5402520054041633,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,August,2.0141343916753387,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,October,1.8742587513564342,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00368,Wet,May_22,1.9296625328704218,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,May,2.856574746414298,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,July_1,6.986954054535454,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,July_2,4.369854999903442,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,July_3,4.895951385278152,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,August,6.969457837285653,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,October,1.1206979174937166,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00372,Wet,May_22,6.11541140263217,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
bcn_bin_167_1,K00380,Wet,May,0.863161618506146,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,July_1,1.0931820657322182,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,July_2,0.5715380432904668,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,July_3,0.6129362635161449,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,August,0.8090997250756509,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,October,0.4670900923057781,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00380,Wet,May_22,0.7981549668143948,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
bcn_bin_167_1,K00627,Wet,July_1,1.0956651997944724,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase),DLAT,NA,Piruvate oxidation
bcn_bin_167_1,K00627,Wet,July_2,0.806446880662698,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase),DLAT,NA,Piruvate oxidation
bcn_bin_167_1,K00627,Wet,July_3,0.615868942843721,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase),DLAT,NA,Piruvate oxidation
bcn_bin_167_1,K00627,Wet,August,1.161891387004219,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase),DLAT,NA,Piruvate oxidation
